,city,source,pollutant_subtype,concentration
1403,Rio de Janeiro,transportation,PM25_NH4,0.03918069558574495
1404,New York City,shipping,PM25_PRIMARY,0.0017214385869617935
1405,Cape Town,transportation,PM25_SO4,0.25006400186898897
1406,New York City,soil,PM25_SO4,0.0
1407,Rio de Janeiro,dust,PM25_NH4,0.0
1408,Guangzhou,residential,PM25_SOA,0.016706185985260528
1409,Zhenjiang,agriculture,PM25_PRIMARY,0.0
1410,Phoenix,dust,PM25_PRIMARY,0.02051350451158481
1411,Ciudad de México,transportation,PM25_PRIMARY,0.5929735575349304
1412,Dakar,dust,PM25_SO4,0.0
1413,Zhenjiang,industry,PM25_NH4,0.0534231708510224
1414,Philadelphia,soil,PM25_NH4,0.0
1415,Kolkata,dust,PM25_NH4,0.0
1416,Dubai,dust,PM25_SOA,0.0
1417,Melbourne,residential,PM25_NH4,0.012342877602970957
1418,Freetown,shipping,PM25_NO3,0.0005354895710875178
1419,Shenzhen,transportation,PM25_PRIMARY,0.3298763956641755
1420,Bogotá,soil,PM25_NH4,0.0
1421,Berlin,industry,PM25_PRIMARY,0.07573059044288097
1422,New Orleans,residential,PM25_NH4,0.003196157164782945
1423,Moscow,soil,PM25_NH4,0.0
1424,Stockholm,agriculture,PM25_PRIMARY,0.0
1425,Bengaluru,soil,PM25_PRIMARY,0.0
1426,Miami,powerplants,PM25_NO3,0.0010445473060120502
1427,Hangzhou,industry,PM25_NH4,0.3720512266597312
1428,Moscow,dust,PM25_PRIMARY,0.0
1429,Tshwane,industry,PM25_NH4,0.04562785952424967
1430,Austin,industry,PM25_NH4,0.01038893093023585
1431,Montréal,industry,PM25_SO4,1.4241997400271995
1432,Rome,dust,PM25_PRIMARY,0.0
1433,Tokyo,dust,PM25_PRIMARY,0.0
1434,Addis Ababa,waste_handling,PM25_PRIMARY,0.8387677126970663
1435,Singapore,shipping,PM25_SOA,0.0011176971967365831
1436,Seattle,powerplants,PM25_SO4,0.002656634061841474
1437,Miami,transportation,PM25_NH4,0.02232841930022945
1438,Kuala Lumpur,dust,PM25_NO3,0.0
1439,Yokohama,industry,PM25_PRIMARY,0.4534501705485127
1440,Seattle,soil,PM25_NH4,0.0
1441,Seoul,industry,PM25_SO4,5.747122779339741
1442,Sydney,agriculture,PM25_NO3,9.807639367910564e-08
1443,Chengdu,solvents,PM25_NH4,0.0
1444,Rotterdam,soil,PM25_PRIMARY,0.0
1445,Melbourne,dust,PM25_NH4,0.0
1446,Nairobi,transportation,PM25_NO3,0.09279513783211328
1447,Quito,dust,PM25_PRIMARY,0.0
1448,Buenos Aires,dust,PM25_NH4,0.0
1449,Abidjan,agriculture,PM25_PRIMARY,0.0
1450,Qingdao,dust,PM25_PRIMARY,0.0
1451,Dar es Salaam,industry,PM25_NH4,0.004154113704059947
1452,"Washington, DC",powerplants,PM25_NO3,0.031120846366391418
1453,Oslo,soil,PM25_SOA,0.0
1454,Copenhagen,agriculture,PM25_NH4,0.014867838173355869
1455,Barcelona,soil,PM25_PRIMARY,0.0
1456,Guadalajara,powerplants,PM25_PRIMARY,0.010181254309381984
1457,Dalian,wildfires,PM25_PRIMARY,0.000439094090368958
1458,Toronto,dust,PM25_PRIMARY,0.0
1459,Shenzhen,shipping,PM25_NO3,0.012372471059527724
1460,Karachi,vegetation,PM25_NH4,0.0
1461,Beijing,solvents,PM25_PRIMARY,0.0
1462,Madrid,soil,PM25_NH4,0.0
1463,Abidjan,residential,PM25_SOA,0.012934423592992836
1464,Tel Aviv,wildfires,PM25_PRIMARY,0.0
1465,Bangkok,soil,PM25_PRIMARY,0.0
1466,Jakarta,soil,PM25_PRIMARY,0.0
1467,Kuala Lumpur,soil,PM25_PRIMARY,0.0
1468,San Francisco,industry,PM25_NO3,0.5843945216090092
1469,Freetown,vegetation,PM25_NH4,0.0
1470,Jakarta,wildfires,PM25_NH4,5.304689052004517e-05
1471,Johannesburg,agriculture,PM25_SO4,0.0
1472,Accra,industry,PM25_NH4,0.06512242926852957
1473,Shenzhen,industry,PM25_PRIMARY,1.429161016177297
1474,Santiago,wildfires,PM25_NO3,0.0
1475,Amman,agriculture,PM25_PRIMARY,0.0
1476,Vancouver,industry,PM25_PRIMARY,0.8152501967452132
1477,Rome,industry,PM25_PRIMARY,0.09039096611833064
1478,Madrid,transportation,PM25_PRIMARY,0.15184151839709012
1479,Lagos,transportation,PM25_NO3,0.3840571442725909
1480,Jaipur,dust,PM25_PRIMARY,0.4519463913817275
1481,New Orleans,soil,PM25_NO3,0.000619805516930254
1482,Paris,waste_handling,PM25_PRIMARY,0.004717441321231179
1483,Milan,wildfires,PM25_PRIMARY,0.012501364974242394
1484,Kuala Lumpur,powerplants,PM25_NH4,0.11825551230981053
1485,Copenhagen,shipping,PM25_NO3,0.008680611298433338
1486,Lagos,soil,PM25_PRIMARY,0.0
1487,Shenzhen,soil,PM25_NH4,0.0
1488,Montréal,dust,PM25_PRIMARY,0.0
1489,Kuala Lumpur,shipping,PM25_SO4,0.06750894366487717
1490,Milan,transportation,PM25_PRIMARY,0.16194507709505224
1491,São Paulo,powerplants,PM25_PRIMARY,0.0732421871578485
1492,Kolkata,agriculture,PM25_NO3,0.01921419988048853
1493,Rio de Janeiro,solvents,PM25_NH4,0.0
1494,Paris,agriculture,PM25_NO3,0.0002900435060389992
1495,Bogotá,dust,PM25_SO4,0.0
1496,Karachi,dust,PM25_NH4,0.0
1497,Shenzhen,powerplants,PM25_NO3,0.4663220600480568
1498,Madrid,agriculture,PM25_PRIMARY,0.0
1499,Rotterdam,shipping,PM25_PRIMARY,0.0025643746214429578
1500,Madrid,vegetation,PM25_PRIMARY,0.0
1501,Rotterdam,agriculture,PM25_NO3,0.00116401205908186
1502,Austin,shipping,PM25_PRIMARY,0.0
1503,Fuzhou,powerplants,PM25_NH4,0.0005038562319407469
1504,Toronto,residential,PM25_NO3,1.509963421153797
1505,Seoul,vegetation,PM25_PRIMARY,0.0
1506,Miami,wildfires,PM25_SOA,1.2152913946908212e-06
1507,Buenos Aires,shipping,PM25_NH4,1.3947991461153635e-05
1508,Buenos Aires,residential,PM25_NH4,0.022171224471753515
1509,Hangzhou,waste_handling,PM25_NH4,0.3052360149479594
1510,Bangkok,solvents,PM25_PRIMARY,0.0
1511,Tokyo,shipping,PM25_PRIMARY,0.0005122087816384248
1512,Tel Aviv,waste_handling,PM25_NH4,0.019229194074434502
1513,Bengaluru,agriculture,PM25_NH4,0.16548970005152244
1514,Seoul,waste_handling,PM25_NH4,0.4612610037992295
1515,Bangkok,shipping,PM25_PRIMARY,2.1270804172833794e-05
1516,Dalian,waste_handling,PM25_PRIMARY,1.1282606442697982
1517,Chicago,powerplants,PM25_PRIMARY,0.025114912290737087
1518,Bengaluru,transportation,PM25_PRIMARY,0.4944232791822514
1519,Austin,vegetation,PM25_PRIMARY,0.0
1520,Santiago,solvents,PM25_NO3,0.0
1521,Tokyo,residential,PM25_NO3,0.4858265056285806
1522,Buenos Aires,industry,PM25_NH4,0.12021056264988017
1523,Phoenix,transportation,PM25_PRIMARY,0.0392869263052905
1524,Kolkata,soil,PM25_PRIMARY,0.0
1525,Jaipur,vegetation,PM25_PRIMARY,0.0
1526,Ciudad de México,powerplants,PM25_PRIMARY,0.04202964515538532
1527,Quito,agriculture,PM25_PRIMARY,0.0
1528,Stockholm,residential,PM25_NO3,0.01890329666715696
1529,Paris,shipping,PM25_SOA,7.591584699449452e-07
1530,"Washington, DC",dust,PM25_PRIMARY,0.0
1531,Kolkata,waste_handling,PM25_NO3,0.059390354623038336
1532,Tokyo,industry,PM25_PRIMARY,0.7896569233712215
1533,Curitiba,soil,PM25_NH4,0.0
1534,São Paulo,agriculture,PM25_NH4,0.07774366008657636
1535,Amsterdam,shipping,PM25_NH4,5.1523392732203496e-05
1536,Quito,powerplants,PM25_PRIMARY,0.001003350523503906
1537,Houston,waste_handling,PM25_PRIMARY,0.02360128138299871
1538,Durban (eThekwini),shipping,PM25_SO4,0.017315054540453727
1539,Heidelberg,vegetation,PM25_PRIMARY,0.0
1540,Ciudad de México,residential,PM25_PRIMARY,0.5832820158401265
1541,Karachi,soil,PM25_NH4,0.0
1542,Los Angeles,soil,PM25_PRIMARY,0.0
1543,Seoul,transportation,PM25_NH4,0.11593550624621855
1544,Sydney,powerplants,PM25_NO3,0.0020083779027945266
1545,New Orleans,waste_handling,PM25_PRIMARY,0.015139203693383275
1546,Istanbul,agriculture,PM25_NH4,0.22600106647747256
1547,Guadalajara,dust,PM25_NH4,0.0
1548,Johannesburg,residential,PM25_SO4,1.8143116230567355
1549,Miami,agriculture,PM25_PRIMARY,0.0
1550,Moscow,agriculture,PM25_PRIMARY,0.0
1551,Ho Chi Minh City,transportation,PM25_PRIMARY,0.2512237947363533
1552,Shenzhen,waste_handling,PM25_NO3,0.09954228400808864
1553,Hanoi,powerplants,PM25_PRIMARY,4.97444730999578e-06
1554,"Washington, DC",solvents,PM25_NO3,0.0
1555,Houston,solvents,PM25_NH4,0.0
1556,Kolkata,vegetation,PM25_PRIMARY,0.0
1557,Singapore,dust,PM25_SO4,0.0
1558,Delhi NCT,industry,PM25_PRIMARY,2.2886880263859086
1559,New York City,agriculture,PM25_PRIMARY,0.0
1560,Shanghai,dust,PM25_PRIMARY,0.0
1561,Auckland,wildfires,PM25_PRIMARY,0.0011764088829500047
1562,São Paulo,shipping,PM25_PRIMARY,0.004067235247860414
1563,London,transportation,PM25_PRIMARY,0.11496456106560493
1564,New York City,solvents,PM25_PRIMARY,0.0
1565,Dar es Salaam,shipping,PM25_NH4,1.0029416587001607e-06
1566,Chennai,solvents,PM25_PRIMARY,0.0
1567,Salvador,shipping,PM25_PRIMARY,0.0005159155817078206
1568,Tokyo,soil,PM25_SOA,0.0
1569,Quezon City,shipping,PM25_PRIMARY,0.0005310106048601507
1570,Bengaluru,residential,PM25_NH4,0.11520284459318933
1571,Quito,shipping,PM25_PRIMARY,0.00010282775878341309
1572,Dar es Salaam,residential,PM25_NH4,0.5887240544751682
1573,São Paulo,wildfires,PM25_NH4,0.0
1574,Lima,powerplants,PM25_SO4,0.08417100774304499
1575,Auckland,residential,PM25_PRIMARY,0.3195619628145096
1576,Durban (eThekwini),waste_handling,PM25_PRIMARY,1.5080027111300809
1577,Quezon City,waste_handling,PM25_SOA,9.063698885859084e-05
1578,Lagos,shipping,PM25_PRIMARY,0.0005948763230087668
1579,Ciudad de México,vegetation,PM25_PRIMARY,0.0
1580,Miami,solvents,PM25_PRIMARY,0.0
1581,Boston,shipping,PM25_PRIMARY,9.53657644951861e-05
1582,Boston,transportation,PM25_PRIMARY,0.06457446378365288
1583,Karachi,industry,PM25_PRIMARY,2.8962128806195135
1584,Singapore,vegetation,PM25_NH4,0.0
1585,Houston,agriculture,PM25_PRIMARY,0.0
1586,Bogotá,industry,PM25_PRIMARY,0.6700325508101338
1587,Miami,vegetation,PM25_PRIMARY,0.0
1588,New York City,vegetation,PM25_PRIMARY,0.0
1589,Hong Kong,shipping,PM25_PRIMARY,0.0020763263805234594
1590,Shenzhen,solvents,PM25_PRIMARY,0.0
1591,Yokohama,dust,PM25_PRIMARY,0.0
1592,Amman,soil,PM25_NH4,0.0
1593,Chengdu,shipping,PM25_PRIMARY,0.0
1594,Heidelberg,waste_handling,PM25_PRIMARY,1.1689923062052236e-06
1595,Hong Kong,residential,PM25_NO3,0.02468726665391194
1596,Beijing,industry,PM25_PRIMARY,1.3190407020274464
1597,Nairobi,wildfires,PM25_PRIMARY,0.002987624573888244
1598,Nairobi,soil,PM25_NO3,0.0006327438010072332
1599,Lisbon,vegetation,PM25_NO3,0.0
1600,Addis Ababa,agriculture,PM25_NO3,0.007052190747676319
1601,Copenhagen,powerplants,PM25_PRIMARY,0.00853588752991438
1602,Curitiba,dust,PM25_PRIMARY,0.0
1603,Tel Aviv,agriculture,PM25_PRIMARY,0.0
1604,Jaipur,residential,PM25_NH4,0.007244315310640425
1605,Vancouver,waste_handling,PM25_NH4,0.08414776050374702
1606,Tokyo,transportation,PM25_NO3,0.4642252581846201
1607,Portland,waste_handling,PM25_NH4,0.007851049155126112
1608,Buenos Aires,agriculture,PM25_NH4,0.006212435683953861
1609,Abidjan,waste_handling,PM25_PRIMARY,0.4839127342840764
1610,Dakar,vegetation,PM25_NH4,0.0
1611,Jaipur,solvents,PM25_NO3,0.0
1612,Istanbul,soil,PM25_PRIMARY,0.0
1613,Jaipur,industry,PM25_PRIMARY,0.07287446695517331
1614,Melbourne,agriculture,PM25_NH4,0.0069338851326558966
1615,Toronto,industry,PM25_PRIMARY,0.8712648542875341
1616,Hangzhou,wildfires,PM25_PRIMARY,0.1822979235413411
1617,Oslo,shipping,PM25_PRIMARY,0.00010294101112888964
1618,Ciudad de México,waste_handling,PM25_SOA,0.029743429292935417
1619,Austin,waste_handling,PM25_PRIMARY,0.02315706659055838
1620,Kolkata,industry,PM25_NH4,0.12041374943254644
1621,Shanghai,shipping,PM25_PRIMARY,0.003439523824848477
1622,Guangzhou,wildfires,PM25_PRIMARY,0.030554532691550906
1623,Guangzhou,transportation,PM25_PRIMARY,0.33196158773041184
1624,London,shipping,PM25_PRIMARY,0.0009447480651156154
1625,Dar es Salaam,waste_handling,PM25_PRIMARY,0.34431291704119005
1626,Montréal,residential,PM25_NO3,0.777398577151458
1627,Austin,residential,PM25_NH4,0.005293124292386957
1628,Accra,waste_handling,PM25_PRIMARY,0.06671271950800024
1629,Ho Chi Minh City,shipping,PM25_NO3,0.00012134069544712681
1630,Phoenix,industry,PM25_SOA,0.0556189629127947
1631,Karachi,shipping,PM25_NH4,1.4100009538880813e-05
1632,Kuala Lumpur,vegetation,PM25_NH4,0.0
1633,Amsterdam,transportation,PM25_SOA,0.008017250259960997
1634,Kuala Lumpur,transportation,PM25_NH4,0.06270036552098214
1635,Amsterdam,waste_handling,PM25_PRIMARY,9.615603917154393e-06
1636,Philadelphia,vegetation,PM25_NH4,0.0
1637,Heidelberg,wildfires,PM25_PRIMARY,0.00022671643515920898
1638,Hanoi,transportation,PM25_PRIMARY,0.16083292588876758
1639,Athens,vegetation,PM25_PRIMARY,0.0
1640,"Washington, DC",transportation,PM25_PRIMARY,0.05238042179670426
1641,Hangzhou,dust,PM25_NO3,0.0
1642,Tel Aviv,powerplants,PM25_SO4,2.942575239795284
1643,Fuzhou,soil,PM25_NH4,0.0
1644,Abidjan,dust,PM25_NH4,0.0
1645,Los Angeles,agriculture,PM25_PRIMARY,0.0
1646,Vancouver,powerplants,PM25_PRIMARY,0.0008493067654729584
1647,Boston,residential,PM25_PRIMARY,0.3059150471616481
1648,Quezon City,powerplants,PM25_PRIMARY,0.004732499427894443
1649,Portland,wildfires,PM25_SO4,4.787368890546928e-07
1650,Abidjan,vegetation,PM25_NO3,0.0
1651,Dhaka,shipping,PM25_NH4,0.0
1652,Chengdu,vegetation,PM25_PRIMARY,0.0
1653,Beijing,shipping,PM25_NO3,0.0
1654,Abidjan,industry,PM25_PRIMARY,0.00315889514197907
1655,Wuhan,soil,PM25_NH4,0.0
1656,Zhenjiang,waste_handling,PM25_NO3,0.07361794174411837
1657,Philadelphia,soil,PM25_NO3,0.003391588639833889
1658,Istanbul,powerplants,PM25_PRIMARY,0.05826174862960621
1659,Dar es Salaam,wildfires,PM25_NO3,0.0
1660,Nanjing,solvents,PM25_NO3,0.0
1661,Salvador,soil,PM25_PRIMARY,0.0
1662,Zhenjiang,residential,PM25_PRIMARY,0.5405061586635878
1663,Auckland,agriculture,PM25_PRIMARY,0.0
1664,Durban (eThekwini),dust,PM25_NH4,0.0
1665,Warsaw,soil,PM25_PRIMARY,0.0
1666,Buenos Aires,solvents,PM25_NO3,0.0
1667,Medellín,agriculture,PM25_PRIMARY,0.0
1668,Wuhan,solvents,PM25_PRIMARY,0.0
1669,Santiago,dust,PM25_NH4,0.0
1670,Toronto,transportation,PM25_SO4,0.01729379546556485
1671,Guangzhou,powerplants,PM25_NH4,0.012132389098244566
1672,Durban (eThekwini),wildfires,PM25_SO4,0.0009491802451836543
1673,Warsaw,waste_handling,PM25_NH4,0.010315815546418696
1674,Madrid,dust,PM25_PRIMARY,0.2972154961867051
1675,Bogotá,waste_handling,PM25_SOA,0.025183548890261014
1676,Durban (eThekwini),powerplants,PM25_NH4,0.14394828328611914
1677,Addis Ababa,industry,PM25_PRIMARY,0.04834588270546805
1678,Shenzhen,wildfires,PM25_NH4,0.0
1679,Chennai,industry,PM25_PRIMARY,5.271008492037817
1680,Chengdu,wildfires,PM25_NO3,0.0
1681,Rotterdam,wildfires,PM25_PRIMARY,0.0
1682,Austin,dust,PM25_NO3,0.0
1683,Los Angeles,industry,PM25_SOA,0.2225653141686074
1684,Accra,shipping,PM25_NO3,9.289473986016452e-05
1685,Venice,wildfires,PM25_PRIMARY,7.082170501519763e-05
1686,Beijing,wildfires,PM25_SOA,0.0003898598900508927
1687,Quezon City,wildfires,PM25_PRIMARY,0.018340514672050053
1688,Vancouver,solvents,PM25_PRIMARY,0.0
1689,"Washington, DC",residential,PM25_NO3,0.22127423849990766
1690,Seoul,powerplants,PM25_PRIMARY,1.3210722073035772
1691,Tokyo,powerplants,PM25_PRIMARY,0.4828700028664026
1692,Nanjing,agriculture,PM25_SO4,0.0
1693,Istanbul,vegetation,PM25_NH4,0.0
1694,Rio de Janeiro,shipping,PM25_PRIMARY,0.0007952658034779889
1695,Rotterdam,solvents,PM25_PRIMARY,0.0
1696,Sydney,wildfires,PM25_PRIMARY,0.0012270780634609042
1697,Beijing,waste_handling,PM25_PRIMARY,0.5586622316944218
1698,Berlin,dust,PM25_NH4,0.0
1699,Freetown,transportation,PM25_PRIMARY,0.04781722061275223
1700,Istanbul,shipping,PM25_NO3,0.010474489371289206
1701,Addis Ababa,dust,PM25_NO3,0.0
1702,Salvador,industry,PM25_PRIMARY,4.2144589227643765
1703,Bengaluru,dust,PM25_NH4,0.0
1704,New York City,industry,PM25_PRIMARY,0.9676674496431406
1705,London,vegetation,PM25_NH4,0.0
1706,Cape Town,agriculture,PM25_PRIMARY,0.0
1707,Lima,wildfires,PM25_PRIMARY,0.0
1708,Auckland,transportation,PM25_SO4,0.25640321722915765
1709,Zhenjiang,vegetation,PM25_PRIMARY,0.0
1710,Auckland,powerplants,PM25_PRIMARY,0.0236427675218216
1711,Kolkata,transportation,PM25_NH4,0.0023151607211313297
1712,Delhi NCT,dust,PM25_PRIMARY,0.2142677341796857
1713,Milan,industry,PM25_PRIMARY,0.04263276027027961
1714,Hong Kong,transportation,PM25_NH4,0.006457085184895232
1715,Jakarta,powerplants,PM25_NH4,0.07459690687947572
1716,São Paulo,waste_handling,PM25_SO4,0.07734800589205426
1717,Oslo,waste_handling,PM25_NH4,0.01657541609631473
1718,Auckland,solvents,PM25_NH4,0.0
1719,Bangkok,vegetation,PM25_NH4,0.0
1720,Johannesburg,agriculture,PM25_SOA,0.0
1721,Dalian,residential,PM25_NH4,0.07344774114748019
1722,Lisbon,wildfires,PM25_NH4,0.0
1723,Buenos Aires,waste_handling,PM25_NH4,0.10528869079214287
1724,Boston,waste_handling,PM25_PRIMARY,0.026718600322164957
1725,Berlin,soil,PM25_SO4,0.0
1726,Heidelberg,shipping,PM25_PRIMARY,0.0
1727,Phoenix,agriculture,PM25_NH4,0.0058996818068787725
1728,Copenhagen,dust,PM25_PRIMARY,0.0
1729,Zhenjiang,transportation,PM25_NH4,0.0037174234620932045
1730,Madrid,solvents,PM25_NH4,0.0
1731,Philadelphia,residential,PM25_PRIMARY,0.3709239575303505
1732,Tshwane,transportation,PM25_NH4,0.020328449247427195
1733,New York City,wildfires,PM25_PRIMARY,8.423827727058681e-05
1734,Bogotá,dust,PM25_SOA,0.0
1735,Copenhagen,soil,PM25_NH4,0.0
1736,Bangkok,powerplants,PM25_SO4,2.054368882833592
1737,Shenzhen,dust,PM25_SO4,0.0
1738,Chicago,soil,PM25_SOA,0.0
1739,Chicago,shipping,PM25_PRIMARY,0.00027882817944018787
1740,Shanghai,powerplants,PM25_NO3,3.2617581333222416
1741,Shanghai,soil,PM25_PRIMARY,0.0
1742,Guadalajara,waste_handling,PM25_PRIMARY,1.1665716203342271
1743,Phoenix,vegetation,PM25_PRIMARY,0.0
1744,Medellín,wildfires,PM25_NO3,0.0
1745,Los Angeles,solvents,PM25_SO4,0.0
1746,Tshwane,soil,PM25_NO3,0.0048353531186866435
1747,Chicago,agriculture,PM25_PRIMARY,0.0
1748,Hangzhou,shipping,PM25_PRIMARY,1.559958108071994e-06
1749,Lima,waste_handling,PM25_NO3,0.041647834460062726
1750,Stockholm,waste_handling,PM25_PRIMARY,0.002243725988006341
1751,Cape Town,wildfires,PM25_PRIMARY,0.014337958673806972
1752,Athens,transportation,PM25_PRIMARY,0.0815362290578253
1753,Lagos,wildfires,PM25_PRIMARY,0.014803217213843443
1754,Bangkok,transportation,PM25_PRIMARY,0.8988167720121463
1755,Los Angeles,shipping,PM25_PRIMARY,0.0019068252452439246
1756,Vancouver,dust,PM25_PRIMARY,0.0
1757,New Orleans,powerplants,PM25_PRIMARY,0.004944825487540478
1758,Ho Chi Minh City,waste_handling,PM25_PRIMARY,0.7749082153025146
1759,Melbourne,solvents,PM25_NH4,0.0
1760,Quito,vegetation,PM25_PRIMARY,0.0
1761,Portland,transportation,PM25_PRIMARY,0.03349842495626777
1762,Istanbul,waste_handling,PM25_NO3,0.018411944295165072
1763,Abidjan,transportation,PM25_NO3,0.018880936556307654
1764,Shenzhen,agriculture,PM25_PRIMARY,0.0
1765,Qingdao,soil,PM25_SOA,0.0
1766,Amman,vegetation,PM25_NH4,0.0
1767,Dalian,transportation,PM25_NH4,0.01939001937787735
1768,Berlin,residential,PM25_NH4,0.001302471108926622
1769,Bangkok,agriculture,PM25_NH4,0.13776247059149965
1770,Quezon City,solvents,PM25_NH4,0.0
1771,Paris,dust,PM25_PRIMARY,0.0
1772,Ho Chi Minh City,powerplants,PM25_SO4,0.16140126948229333
1773,Bogotá,powerplants,PM25_PRIMARY,0.02631682001408336
1774,Hanoi,wildfires,PM25_PRIMARY,0.03999099534540403
1775,Rotterdam,residential,PM25_NO3,0.03921984126946049
1776,Milan,waste_handling,PM25_PRIMARY,0.013340808570360643
1777,Vancouver,vegetation,PM25_NH4,0.0
1778,Portland,powerplants,PM25_PRIMARY,0.0027998952769599586
1779,Miami,dust,PM25_NH4,0.0
1780,"Washington, DC",industry,PM25_NH4,0.04468043969980192
1781,Fuzhou,waste_handling,PM25_PRIMARY,0.518274435592883
1782,Warsaw,vegetation,PM25_PRIMARY,0.0
1783,Los Angeles,vegetation,PM25_NO3,0.0
1784,Qingdao,vegetation,PM25_PRIMARY,0.0
1785,Nanjing,shipping,PM25_PRIMARY,0.0
1786,Athens,shipping,PM25_PRIMARY,0.00048057992510633086
1787,Dubai,wildfires,PM25_PRIMARY,0.0
1788,Heidelberg,powerplants,PM25_PRIMARY,0.0014813084985115695
1789,Stockholm,industry,PM25_NH4,0.04359223261201692
1790,Nairobi,vegetation,PM25_NH4,0.0
1791,Stockholm,wildfires,PM25_SO4,0.0
1792,New Orleans,wildfires,PM25_PRIMARY,2.3341454009184054e-05
1793,Fuzhou,powerplants,PM25_NO3,0.2919925396234661
1794,Toronto,powerplants,PM25_PRIMARY,0.0029686719765291184
1795,Copenhagen,vegetation,PM25_NH4,0.0
1796,San Francisco,transportation,PM25_PRIMARY,0.11843986718767788
1797,Nairobi,agriculture,PM25_SOA,0.0
1798,Milan,soil,PM25_NH4,0.0
1799,Istanbul,solvents,PM25_SOA,0.01879573295694844
1800,Singapore,dust,PM25_SOA,0.0
1801,Accra,soil,PM25_PRIMARY,0.0
1802,Rome,shipping,PM25_SO4,0.01822885899741101
1803,Vancouver,residential,PM25_PRIMARY,0.7084086637271596
1804,Ho Chi Minh City,wildfires,PM25_NH4,0.004806254496955798
1805,Salvador,waste_handling,PM25_NH4,0.4627465822256783
1806,Bengaluru,powerplants,PM25_PRIMARY,0.002186486642971889
1807,Chennai,vegetation,PM25_NO3,0.0
1808,Qingdao,powerplants,PM25_PRIMARY,1.049333088646328
1809,Ciudad de México,industry,PM25_PRIMARY,1.0400620442297157
1810,Auckland,shipping,PM25_PRIMARY,0.00073150221760828
1811,Santiago,industry,PM25_NO3,0.8699186221424681
1812,Karachi,wildfires,PM25_SO4,5.875196644772063e-06
1813,Durban (eThekwini),industry,PM25_NH4,0.09361699960097873
1814,Addis Ababa,wildfires,PM25_SOA,0.0
1815,Kolkata,wildfires,PM25_PRIMARY,0.00018824461638079776
1816,Tel Aviv,dust,PM25_PRIMARY,0.0033045871247169905
1817,Lagos,powerplants,PM25_SOA,0.05012772970361462
1818,Oslo,transportation,PM25_PRIMARY,0.006394629630711147
1819,Amman,waste_handling,PM25_NH4,0.5260005422950913
1820,Sydney,shipping,PM25_PRIMARY,0.00030555920938431
1821,Chengdu,dust,PM25_NH4,0.0
1822,Seoul,shipping,PM25_SO4,0.007916859049480458
1823,Istanbul,industry,PM25_NH4,0.22607379998925414
1824,Hangzhou,transportation,PM25_PRIMARY,0.6477553926810223
1825,Rome,vegetation,PM25_PRIMARY,0.0
1826,Abidjan,powerplants,PM25_NH4,0.01613379864389112
1827,Guadalajara,wildfires,PM25_PRIMARY,0.0
1828,San Francisco,solvents,PM25_PRIMARY,0.0
1829,Delhi NCT,solvents,PM25_NO3,0.0
1830,Yokohama,powerplants,PM25_NH4,0.0363811623593818
1831,Beijing,soil,PM25_PRIMARY,0.0
1832,Freetown,residential,PM25_PRIMARY,2.7674423396071104
1833,Chengdu,agriculture,PM25_NO3,0.04691050033871698
1834,Chennai,dust,PM25_PRIMARY,0.7451952041931333
1835,Guangzhou,solvents,PM25_PRIMARY,0.0
1836,Heidelberg,solvents,PM25_NH4,0.0
1837,Jaipur,waste_handling,PM25_PRIMARY,0.07770461088571158
1838,Los Angeles,residential,PM25_PRIMARY,0.8712460996366648
1839,Hangzhou,soil,PM25_NO3,0.009686318502221493
1840,Austin,solvents,PM25_NO3,0.0
1841,Curitiba,shipping,PM25_NH4,2.8280319083520667e-06
1842,Lisbon,agriculture,PM25_PRIMARY,0.0
1843,Seoul,agriculture,PM25_NH4,0.2635249617012167
1844,New Orleans,shipping,PM25_NH4,1.1983780204200806e-07
1845,Singapore,soil,PM25_PRIMARY,0.0
1846,Rio de Janeiro,waste_handling,PM25_PRIMARY,0.7437490896741752
1847,Nairobi,residential,PM25_NH4,0.5217120308893758
1848,Warsaw,industry,PM25_NH4,0.009315597968662364
1849,Melbourne,waste_handling,PM25_PRIMARY,0.0070853020841710156
1850,Kuala Lumpur,residential,PM25_NH4,0.027113852921430526
1851,Durban (eThekwini),residential,PM25_NH4,0.3918620021969494
1852,Stockholm,vegetation,PM25_NH4,0.0
1853,Ho Chi Minh City,agriculture,PM25_PRIMARY,0.0
1854,Dhaka,dust,PM25_PRIMARY,0.0
1855,Sydney,solvents,PM25_SO4,0.0
1856,Nairobi,waste_handling,PM25_NO3,0.009094810668206044
1857,Medellín,dust,PM25_PRIMARY,0.0
1858,Shanghai,waste_handling,PM25_NO3,0.08637258406106146
1859,Quezon City,agriculture,PM25_PRIMARY,0.0
1860,Cape Town,waste_handling,PM25_SOA,0.14534920720513553
1861,Berlin,wildfires,PM25_SO4,0.0
1862,Quito,wildfires,PM25_PRIMARY,0.010466984064462802
1863,Miami,residential,PM25_SO4,0.07595688097131201
1864,Venice,solvents,PM25_NO3,0.0
1865,São Paulo,transportation,PM25_NH4,0.06466100752334084
1866,Melbourne,powerplants,PM25_NH4,0.00012508594155743864
1867,Melbourne,wildfires,PM25_NO3,0.0
1868,Cape Town,residential,PM25_NH4,0.2969313798410535
1869,Athens,waste_handling,PM25_NH4,0.1449895211727828
1870,Guangzhou,waste_handling,PM25_NO3,0.11661504071875207
