,city,source,pollutant_subtype,concentration
4703,San Francisco,residential,PM25_SO4,0.14201304443279408
4704,Curitiba,residential,PM25_SO4,0.29643925069053817
4705,Warsaw,shipping,PM25_SO4,0.0
4706,Yokohama,vegetation,PM25_NO3,0.0
4707,Berlin,powerplants,PM25_SO4,0.08189862485521165
4708,Chicago,powerplants,PM25_SO4,0.4247771609285692
4709,Yokohama,soil,PM25_SOA,0.0
4710,Phoenix,solvents,PM25_SO4,0.0
4711,Tshwane,dust,PM25_SO4,0.0
4712,Bangkok,soil,PM25_SOA,0.0
4713,Karachi,industry,PM25_SOA,0.5882608721203187
4714,Nanjing,shipping,PM25_NO3,0.0
4715,Chennai,powerplants,PM25_SOA,0.07551469166964649
4716,Montréal,shipping,PM25_SOA,2.9304236468812135e-05
4717,Singapore,solvents,PM25_SO4,0.0
4718,Auckland,residential,PM25_SOA,0.016403492273153627
4719,Chengdu,soil,PM25_NO3,0.0946156602496096
4720,Addis Ababa,industry,PM25_SOA,0.0014053976415449366
4721,Hanoi,transportation,PM25_SOA,0.05612171072572854
4722,Kolkata,vegetation,PM25_SOA,0.020589063634440408
4723,Addis Ababa,residential,PM25_SOA,0.05106380962541319
4724,Singapore,soil,PM25_SO4,0.0
4725,Venice,vegetation,PM25_SO4,0.0
4726,Zhenjiang,residential,PM25_SOA,0.01525658688295545
4727,Bangkok,transportation,PM25_SOA,0.6345109760711775
4728,Ciudad de México,wildfires,PM25_SO4,0.0017496102136693042
4729,Durban (eThekwini),industry,PM25_SO4,5.255305500719889
4730,Milan,agriculture,PM25_NO3,0.006054108514472912
4731,Barcelona,vegetation,PM25_SO4,0.0
4732,Portland,agriculture,PM25_SOA,0.0
4733,Johannesburg,powerplants,PM25_NO3,0.07197266226131463
4734,Athens,agriculture,PM25_SOA,0.0
4735,Abidjan,dust,PM25_SOA,0.0
4736,Dubai,industry,PM25_SOA,0.096740059581954
4737,Austin,powerplants,PM25_SO4,0.0634657116139687
4738,Beijing,soil,PM25_NO3,0.022891812006403882
4739,Phoenix,vegetation,PM25_SOA,0.02091343102041324
4740,Zhenjiang,agriculture,PM25_SOA,0.0
4741,Accra,dust,PM25_SOA,0.0
4742,Barcelona,transportation,PM25_SOA,0.02766227970749573
4743,Wuhan,wildfires,PM25_NO3,0.0341939753099826
4744,Bangkok,dust,PM25_SOA,0.0
4745,Medellín,shipping,PM25_SO4,0.0
4746,Dakar,powerplants,PM25_SO4,1.2103666739674674
4747,Milan,transportation,PM25_SO4,0.1270363799287151
4748,Zhenjiang,wildfires,PM25_SO4,0.0010755957058310637
4749,Hong Kong,shipping,PM25_SO4,0.03516748977121365
4750,Wuhan,solvents,PM25_SO4,0.0
4751,Dakar,wildfires,PM25_SO4,8.001973571490199e-05
4752,Stockholm,waste_handling,PM25_SOA,0.0027485637730157394
4753,Rotterdam,vegetation,PM25_SO4,0.0
4754,Medellín,vegetation,PM25_SOA,0.031865073701658565
4755,Kuala Lumpur,solvents,PM25_SOA,0.6281272951098239
4756,Ciudad de México,agriculture,PM25_NO3,0.001860235330226039
4757,Ciudad de México,industry,PM25_SOA,0.29628850230403736
4758,New York City,shipping,PM25_SOA,0.0016241185422061347
4759,Guadalajara,shipping,PM25_SO4,4.725005534533137e-05
4760,Auckland,vegetation,PM25_SO4,0.0
4761,Durban (eThekwini),powerplants,PM25_SOA,0.05883224024734294
4762,Chengdu,solvents,PM25_SOA,1.2304655955864994
4763,Quito,powerplants,PM25_SOA,0.0002681993478811964
4764,Warsaw,dust,PM25_SO4,0.0
4765,Shanghai,soil,PM25_SO4,0.0
4766,Heidelberg,waste_handling,PM25_SO4,3.87435876330693e-06
4767,Copenhagen,industry,PM25_SOA,0.04263338977961638
4768,Berlin,agriculture,PM25_SO4,0.0
4769,Hong Kong,dust,PM25_SOA,0.0
4770,Los Angeles,residential,PM25_SO4,0.3405875548217649
4771,Hangzhou,dust,PM25_SOA,0.0
4772,Tshwane,waste_handling,PM25_SO4,0.04284368340247833
4773,Philadelphia,industry,PM25_SO4,1.1270031653645776
4774,Tokyo,dust,PM25_NO3,0.0
4775,Lisbon,waste_handling,PM25_SOA,0.006600413139637607
4776,Los Angeles,wildfires,PM25_SOA,0.0005684550703762242
4777,Dhaka,dust,PM25_NO3,0.0
4778,Qingdao,solvents,PM25_SO4,0.0
4779,Guangzhou,wildfires,PM25_SOA,0.0005968432124580107
4780,Rome,agriculture,PM25_SO4,0.0
4781,Guadalajara,waste_handling,PM25_SOA,0.06791321838956943
4782,Austin,transportation,PM25_SOA,0.017126429100834818
4783,Freetown,agriculture,PM25_SO4,0.0
4784,Copenhagen,solvents,PM25_SO4,0.0
4785,Barcelona,wildfires,PM25_SO4,0.00014261092411065314
4786,Dalian,dust,PM25_SOA,0.0
4787,Delhi NCT,transportation,PM25_NO3,0.8020611537190859
4788,Karachi,solvents,PM25_NO3,0.0
4789,Hangzhou,powerplants,PM25_NO3,1.0940491285776013
4790,Singapore,wildfires,PM25_SO4,0.0
4791,Medellín,dust,PM25_SO4,0.0
4792,Guadalajara,soil,PM25_SOA,0.0
4793,Copenhagen,vegetation,PM25_SOA,0.0007594396983394818
4794,Tel Aviv,shipping,PM25_SOA,4.19169040749746e-05
4795,Melbourne,waste_handling,PM25_SO4,0.0002738340239079913
4796,London,dust,PM25_NO3,0.0
4797,Warsaw,transportation,PM25_SOA,0.038809171602447484
4798,Cape Town,residential,PM25_SOA,0.169974628206077
4799,Paris,dust,PM25_SO4,0.0
4800,Lagos,wildfires,PM25_SOA,0.0003722227367346605
4801,Curitiba,waste_handling,PM25_SO4,0.10331060930063554
4802,Salvador,waste_handling,PM25_SOA,0.2407906881800877
4803,Bangkok,agriculture,PM25_SOA,0.0
4804,Venice,wildfires,PM25_SOA,2.5652334307821824e-06
4805,Dalian,industry,PM25_SO4,7.389482742101968
4806,Vancouver,transportation,PM25_SOA,0.01707686018968628
4807,Hong Kong,vegetation,PM25_SO4,0.0
4808,Toronto,vegetation,PM25_SO4,0.0
4809,Paris,waste_handling,PM25_NO3,0.0014654200751180707
4810,São Paulo,powerplants,PM25_SO4,0.9847398998094028
4811,Philadelphia,waste_handling,PM25_SO4,0.007459434859167103
4812,"Washington, DC",soil,PM25_NO3,0.003309378845198531
4813,Wuhan,waste_handling,PM25_NO3,0.6945755713121776
4814,Fuzhou,residential,PM25_SO4,0.5117651709850666
4815,Houston,industry,PM25_SO4,0.6492963730339942
4816,Ho Chi Minh City,agriculture,PM25_SOA,0.0
4817,Nanjing,vegetation,PM25_SO4,0.0
4818,Ho Chi Minh City,waste_handling,PM25_SO4,0.05083603489608717
4819,Tel Aviv,dust,PM25_SO4,0.0
4820,Warsaw,powerplants,PM25_SO4,0.167850128070976
4821,Tshwane,powerplants,PM25_SO4,1.3192121436280215
4822,Seoul,dust,PM25_SOA,0.0
4823,Tel Aviv,industry,PM25_SOA,0.08568251145803953
4824,Austin,solvents,PM25_SOA,0.07253870990536761
4825,Bangkok,solvents,PM25_SOA,0.9466617562940036
4826,Heidelberg,vegetation,PM25_SOA,0.0010442034744165766
4827,San Francisco,shipping,PM25_SO4,0.02664391580478096
4828,Santiago,dust,PM25_SOA,0.0
4829,Rotterdam,industry,PM25_SOA,0.002364366621408536
4830,Stockholm,agriculture,PM25_SOA,0.0
4831,Boston,solvents,PM25_SOA,0.2511640455427874
4832,Delhi NCT,wildfires,PM25_SOA,3.8792014036174394e-05
4833,Nairobi,wildfires,PM25_SO4,0.00010892981465372234
4834,Chennai,transportation,PM25_SOA,1.1102314002155895
4835,Portland,shipping,PM25_SO4,0.002292569990334272
4836,Boston,waste_handling,PM25_SOA,0.003076741512354045
4837,Sydney,soil,PM25_SOA,0.0
4838,Quito,shipping,PM25_SOA,9.983832115938826e-06
4839,Durban (eThekwini),agriculture,PM25_NO3,0.000995544048412422
4840,Heidelberg,shipping,PM25_SOA,0.0
4841,Ho Chi Minh City,soil,PM25_SOA,0.0
4842,Boston,wildfires,PM25_SOA,0.0
4843,Bogotá,shipping,PM25_SOA,0.0
4844,Warsaw,vegetation,PM25_SOA,0.004865797135755134
4845,Chennai,dust,PM25_SOA,0.0
4846,Portland,powerplants,PM25_SOA,0.00036098221247880076
4847,Wuhan,residential,PM25_SOA,0.05502895476629311
4848,Salvador,vegetation,PM25_SOA,0.009580265327794707
4849,Auckland,shipping,PM25_SO4,0.014006852115699872
4850,London,soil,PM25_SO4,0.0
4851,Seoul,vegetation,PM25_SOA,0.005511685080635135
4852,Johannesburg,dust,PM25_SO4,0.0
4853,Athens,transportation,PM25_SO4,0.05079345685678152
4854,Austin,vegetation,PM25_SO4,0.0
4855,Chicago,wildfires,PM25_NO3,0.0
4856,Medellín,industry,PM25_SO4,3.281856784127785
4857,Tshwane,agriculture,PM25_SO4,0.0
4858,Ciudad de México,transportation,PM25_SOA,0.2690995884889007
4859,Istanbul,wildfires,PM25_SOA,6.947573255032388e-05
4860,Dar es Salaam,soil,PM25_SOA,0.0
4861,Philadelphia,powerplants,PM25_SO4,0.25855934241087897
4862,Guadalajara,vegetation,PM25_SOA,0.0912028548026203
4863,Dar es Salaam,industry,PM25_SOA,0.27988340011507545
4864,Houston,dust,PM25_SO4,0.0
4865,Guangzhou,agriculture,PM25_SOA,0.0
4866,Rome,industry,PM25_SOA,0.2230187128481891
4867,Zhenjiang,transportation,PM25_SOA,0.0109866575545809
4868,Qingdao,industry,PM25_SOA,0.2525040587314296
4869,Rome,residential,PM25_SOA,0.32713525652056397
4870,Jakarta,soil,PM25_SOA,0.0
4871,Phoenix,dust,PM25_SOA,0.0
4872,Jakarta,dust,PM25_SOA,0.0
4873,Guadalajara,dust,PM25_SOA,0.0
4874,Beijing,agriculture,PM25_SO4,0.0
4875,Quezon City,wildfires,PM25_SO4,0.0007265737301594436
4876,Buenos Aires,wildfires,PM25_SO4,0.0
4877,Hangzhou,transportation,PM25_SO4,0.09340517153267752
4878,Berlin,transportation,PM25_SOA,0.008161498945681947
4879,Vancouver,solvents,PM25_SOA,0.3034865386543679
4880,Los Angeles,shipping,PM25_SOA,0.00014007320361475591
4881,Oslo,agriculture,PM25_SOA,0.0
4882,Philadelphia,shipping,PM25_SOA,9.423453565673776e-06
4883,Heidelberg,powerplants,PM25_SOA,1.3200137688661787e-06
4884,Chennai,industry,PM25_SOA,0.6228649167637847
4885,Lima,transportation,PM25_SO4,4.029473839185236
4886,Addis Ababa,powerplants,PM25_SO4,0.0
4887,Salvador,solvents,PM25_SO4,0.0
4888,Moscow,waste_handling,PM25_SO4,0.008245283415366782
4889,Jaipur,transportation,PM25_SO4,0.030853657263028137
4890,Bangkok,residential,PM25_SO4,0.041839861924051376
4891,Cape Town,soil,PM25_SO4,0.0
4892,Madrid,vegetation,PM25_SO4,0.0
4893,Heidelberg,transportation,PM25_SO4,9.123903403070563e-05
4894,Austin,shipping,PM25_SOA,0.0
4895,Quito,solvents,PM25_SO4,0.0
4896,Barcelona,solvents,PM25_SOA,1.7497959227204545
4897,Hong Kong,industry,PM25_SO4,2.7542379414829306
4898,Phoenix,powerplants,PM25_SOA,0.0012045210272214311
4899,Seattle,residential,PM25_SO4,0.02725549556883711
4900,Miami,agriculture,PM25_SOA,0.0
4901,Santiago,shipping,PM25_SOA,6.277637354257728e-06
4902,São Paulo,vegetation,PM25_SO4,0.0
4903,Seoul,solvents,PM25_NO3,0.0
4904,Jaipur,agriculture,PM25_SOA,0.0
4905,Rio de Janeiro,soil,PM25_SO4,0.0
4906,Quezon City,shipping,PM25_SO4,0.0100162093785493
4907,Seattle,solvents,PM25_SO4,0.0
4908,Lagos,shipping,PM25_SOA,4.862790904534162e-05
4909,Abidjan,agriculture,PM25_SOA,0.0
4910,Delhi NCT,dust,PM25_SOA,0.0
4911,Melbourne,shipping,PM25_SOA,2.448031241688776e-05
4912,Chengdu,shipping,PM25_SOA,0.0
4913,New York City,agriculture,PM25_SOA,0.0
4914,Nanjing,soil,PM25_SO4,0.0
4915,Lisbon,solvents,PM25_SOA,0.3429145538023396
4916,Amman,wildfires,PM25_SOA,1.2581554967400482e-05
4917,Chennai,residential,PM25_SOA,0.2493255605946024
4918,Cape Town,wildfires,PM25_SO4,0.0005157688057778092
4919,Amsterdam,agriculture,PM25_SO4,0.0
4920,Beijing,vegetation,PM25_SOA,0.017532831112265557
4921,Copenhagen,powerplants,PM25_SOA,0.01005368517435595
4922,Delhi NCT,powerplants,PM25_SOA,0.009557468073043229
4923,Accra,soil,PM25_SO4,0.0
4924,San Francisco,transportation,PM25_SO4,0.046971280764995946
4925,Chengdu,vegetation,PM25_SOA,0.03436577307790181
4926,Quezon City,soil,PM25_SO4,0.0
4927,Seattle,waste_handling,PM25_SO4,0.002059046063913232
4928,Nairobi,vegetation,PM25_SOA,0.0016402524670363484
4929,Dubai,waste_handling,PM25_SOA,0.04100199585935616
4930,Zhenjiang,powerplants,PM25_SO4,3.373783739394645
4931,New Orleans,wildfires,PM25_SO4,9.019886763448731e-07
4932,Dubai,powerplants,PM25_SO4,0.1920594405597165
4933,Dakar,agriculture,PM25_SOA,0.0
4934,Chennai,agriculture,PM25_SOA,0.0
4935,Melbourne,vegetation,PM25_SOA,0.0010023705386882095
4936,Oslo,powerplants,PM25_SOA,0.0003485113623657524
4937,Quezon City,transportation,PM25_SO4,0.0012528737102594461
4938,Houston,vegetation,PM25_SO4,0.0
4939,Nairobi,powerplants,PM25_NO3,0.020173601619701238
4940,Milan,vegetation,PM25_SO4,0.0
4941,Lagos,soil,PM25_SOA,0.0
4942,Zhenjiang,vegetation,PM25_SOA,0.00668834471321992
4943,Berlin,shipping,PM25_SOA,2.1359605766055118e-06
4944,Beijing,solvents,PM25_SOA,0.5884181343484468
4945,Buenos Aires,powerplants,PM25_SO4,0.21074652642775665
4946,Seoul,soil,PM25_SOA,0.0
4947,Qingdao,residential,PM25_SO4,2.015017266324985
4948,Amman,residential,PM25_NO3,0.003093274883459892
4949,Rotterdam,soil,PM25_SOA,0.0
4950,Fuzhou,dust,PM25_SOA,0.0
4951,Jaipur,waste_handling,PM25_SOA,0.0022916514374996828
4952,Moscow,vegetation,PM25_NH4,0.0
4953,Qingdao,powerplants,PM25_SOA,0.02249248587739557
4954,Rotterdam,wildfires,PM25_SOA,0.0
4955,Dalian,solvents,PM25_SO4,0.0
4956,Seattle,agriculture,PM25_SOA,0.0
4957,Qingdao,vegetation,PM25_SOA,0.010472033299948906
4958,London,powerplants,PM25_SO4,0.02692234950954552
4959,Milan,wildfires,PM25_SOA,0.00029408499003082963
4960,Montréal,wildfires,PM25_SO4,0.0
4961,London,transportation,PM25_SOA,0.006278080205091346
4962,Curitiba,transportation,PM25_SOA,0.06389990843957351
4963,Tel Aviv,agriculture,PM25_SO4,0.0
4964,Salvador,dust,PM25_SO4,0.0
4965,Jakarta,transportation,PM25_SO4,4.179986143732322
4966,Salvador,transportation,PM25_SO4,0.3941714547273493
4967,Ciudad de México,wildfires,PM25_SOA,0.00047604887162371105
4968,Lisbon,soil,PM25_SO4,0.0
4969,Copenhagen,transportation,PM25_NO3,0.5924033832882061
4970,Cape Town,dust,PM25_SO4,0.0
4971,Milan,residential,PM25_SO4,0.05230137894457823
4972,Vancouver,wildfires,PM25_NO3,0.0
4973,Seattle,wildfires,PM25_SO4,0.0
4974,Madrid,residential,PM25_NO3,0.16818109000726109
4975,Oslo,residential,PM25_SO4,0.0034236773661262486
4976,Freetown,shipping,PM25_SOA,7.7476248837757e-05
4977,Shanghai,agriculture,PM25_SOA,0.0
4978,Lima,solvents,PM25_SOA,0.010661714002450265
4979,Dhaka,transportation,PM25_SO4,0.11112329970902483
4980,Venice,soil,PM25_SO4,0.0
4981,Rio de Janeiro,waste_handling,PM25_SO4,0.04594570964269036
4982,Yokohama,shipping,PM25_SOA,0.00020452288978508768
4983,Vancouver,shipping,PM25_SOA,8.45814318602629e-06
4984,Seattle,transportation,PM25_SOA,0.0058393804700906885
4985,Auckland,wildfires,PM25_SOA,3.0307359545073628e-05
4986,Medellín,residential,PM25_SO4,0.3183146608614059
4987,Johannesburg,industry,PM25_SOA,0.033257966264761726
4988,Milan,industry,PM25_SOA,0.035562820927215806
4989,Boston,powerplants,PM25_SOA,0.0019560079673367863
4990,Shenzhen,vegetation,PM25_SO4,0.0
4991,Los Angeles,soil,PM25_SOA,0.0
4992,Curitiba,powerplants,PM25_SO4,0.2863821753324061
4993,Accra,residential,PM25_SOA,0.024995269387248817
4994,Athens,soil,PM25_SO4,0.0
4995,Shanghai,wildfires,PM25_SOA,0.0026731362674116475
4996,São Paulo,solvents,PM25_SO4,0.0
4997,Rio de Janeiro,powerplants,PM25_SO4,1.8766022975592096
4998,Shanghai,residential,PM25_NO3,0.17749435801686286
4999,Guadalajara,solvents,PM25_SO4,0.0
5000,Nanjing,wildfires,PM25_SOA,0.0
5001,"Washington, DC",agriculture,PM25_SOA,0.0
5002,Dhaka,solvents,PM25_SO4,0.0
5003,Quezon City,agriculture,PM25_SO4,0.0
5004,Rotterdam,waste_handling,PM25_SOA,0.00011023476652005469
5005,Beijing,waste_handling,PM25_SOA,0.0035248983785240704
5006,Chicago,shipping,PM25_SOA,3.019233441042141e-05
5007,Chengdu,transportation,PM25_SO4,0.051939466553446834
5008,Delhi NCT,vegetation,PM25_SO4,0.0
5009,Bogotá,powerplants,PM25_SOA,0.01280138540920338
5010,Tshwane,residential,PM25_SOA,0.032759523122677964
5011,Rome,transportation,PM25_SO4,0.07582047853461682
5012,Wuhan,industry,PM25_NO3,14.49683480457532
5013,Yokohama,industry,PM25_SOA,0.056320396513468325
5014,Boston,shipping,PM25_SOA,1.5473267332431158e-05
5015,Addis Ababa,waste_handling,PM25_SOA,0.0043722968288837
5016,Quito,agriculture,PM25_SOA,0.0
5017,Dhaka,agriculture,PM25_SOA,0.0
5018,Curitiba,agriculture,PM25_SO4,0.0
5019,Karachi,shipping,PM25_SOA,0.000107796518580676
5020,Chengdu,industry,PM25_SO4,44.37680085580244
5021,Paris,solvents,PM25_SO4,0.0
5022,Istanbul,soil,PM25_SOA,0.0
5023,Seoul,powerplants,PM25_SO4,0.025112479884724103
5024,Ciudad de México,soil,PM25_SO4,0.0
5025,Houston,wildfires,PM25_NO3,4.467576584120885e-05
5026,Tokyo,wildfires,PM25_SO4,0.0001530029151907009
5027,Athens,dust,PM25_SO4,0.0
5028,Shenzhen,agriculture,PM25_SO4,0.0
5029,Kuala Lumpur,industry,PM25_SOA,0.18125890010911952
5030,Stockholm,vegetation,PM25_SOA,0.002746989336521198
5031,Rome,powerplants,PM25_SO4,0.3027098114364519
5032,Boston,residential,PM25_SOA,0.04744983475324294
5033,Chengdu,waste_handling,PM25_SOA,0.009772155385967604
5034,Madrid,waste_handling,PM25_SOA,0.00020711616636994232
5035,Hangzhou,waste_handling,PM25_SOA,0.004976589331413049
5036,Copenhagen,dust,PM25_SOA,0.0
5037,Kolkata,solvents,PM25_SOA,0.2949922546790081
5038,Lima,shipping,PM25_SO4,0.035216629116351816
5039,Guadalajara,wildfires,PM25_SO4,0.0
5040,Durban (eThekwini),soil,PM25_SO4,0.0
5041,Durban (eThekwini),dust,PM25_SOA,0.0
5042,Phoenix,shipping,PM25_SO4,0.0
5043,Warsaw,industry,PM25_SOA,0.06080554511871695
5044,Durban (eThekwini),solvents,PM25_SO4,0.0
5045,Bangkok,shipping,PM25_SOA,1.654868158869306e-06
5046,Montréal,waste_handling,PM25_SOA,0.015608962456773103
5047,Freetown,transportation,PM25_SOA,0.020398418458931703
5048,Kuala Lumpur,waste_handling,PM25_SOA,0.04184397281780987
5049,Bengaluru,transportation,PM25_SOA,0.3473796307371768
5050,Milan,waste_handling,PM25_SOA,0.010247128184609091
5051,Fuzhou,vegetation,PM25_SOA,0.0839801622316641
5052,Rio de Janeiro,residential,PM25_NO3,0.0417075893405596
5053,Philadelphia,agriculture,PM25_SOA,0.0
5054,Guangzhou,shipping,PM25_NO3,0.001924547130126913
5055,Houston,waste_handling,PM25_SOA,0.0039242389394616925
5056,Cape Town,industry,PM25_SO4,5.0547218403782335
5057,Moscow,agriculture,PM25_SOA,0.0
5058,Fuzhou,shipping,PM25_SO4,0.0
5059,Nanjing,industry,PM25_SO4,10.128110057990867
5060,Durban (eThekwini),vegetation,PM25_SO4,0.0
5061,Dhaka,residential,PM25_SOA,0.015484326686705404
5062,Dubai,agriculture,PM25_SOA,0.0
5063,Philadelphia,wildfires,PM25_SO4,0.0
5064,Philadelphia,transportation,PM25_SOA,0.04522056605689199
5065,Jaipur,vegetation,PM25_SO4,0.0
5066,London,wildfires,PM25_SO4,6.110023470715841e-06
5067,Madrid,dust,PM25_SOA,0.0
5068,Durban (eThekwini),waste_handling,PM25_SOA,0.018025917175193168
5069,Moscow,transportation,PM25_SOA,0.06728807133493085
5070,Toronto,agriculture,PM25_SOA,0.0
5071,Los Angeles,agriculture,PM25_SO4,0.0
5072,New York City,dust,PM25_SO4,0.0
5073,Dalian,shipping,PM25_SOA,0.00135496268420616
5074,London,residential,PM25_SOA,0.0083323061949091
5075,Accra,vegetation,PM25_SOA,0.0017048800261409407
5076,Austin,agriculture,PM25_NO3,6.1144477724355676e-06
5077,Zhenjiang,soil,PM25_SO4,0.0
5078,Sydney,waste_handling,PM25_SO4,0.0004608703784984631
5079,Barcelona,residential,PM25_SO4,0.18081380262619307
5080,Oslo,waste_handling,PM25_SOA,0.001626641592647569
5081,Auckland,shipping,PM25_SOA,5.206102751147337e-05
5082,New York City,residential,PM25_SO4,0.2221793048020705
5083,São Paulo,soil,PM25_SOA,0.0
5084,Nanjing,residential,PM25_SO4,0.9491424293520426
5085,New Orleans,solvents,PM25_SOA,0.04825285775810912
5086,Rio de Janeiro,industry,PM25_SO4,11.141856783561854
5087,Ciudad de México,dust,PM25_SO4,0.0
5088,Paris,transportation,PM25_SO4,0.0046166026063661795
5089,Bengaluru,shipping,PM25_SO4,0.0
5090,Zhenjiang,solvents,PM25_SOA,0.08582010377203643
5091,Chennai,wildfires,PM25_SO4,0.0001918124239984354
5092,"Washington, DC",industry,PM25_SOA,0.05917827044814741
5093,Guadalajara,powerplants,PM25_SOA,8.940047057120255e-05
5094,Tel Aviv,residential,PM25_SO4,0.029419331052444674
5095,Los Angeles,powerplants,PM25_SO4,0.4519731496898554
5096,Portland,industry,PM25_SOA,0.024766028028915418
5097,Rotterdam,powerplants,PM25_SO4,0.03359684999580668
5098,Berlin,vegetation,PM25_SOA,0.005083476108220134
5099,Shanghai,dust,PM25_SOA,0.0
5100,Salvador,industry,PM25_SOA,1.1006134091189117
5101,Venice,transportation,PM25_SOA,0.028547568867221183
5102,Quezon City,dust,PM25_SO4,0.0
5103,Rotterdam,transportation,PM25_SOA,0.003388694859559016
5104,Amsterdam,dust,PM25_SO4,0.0
5105,New York City,industry,PM25_SOA,0.25458258855743604
5106,Dar es Salaam,dust,PM25_SOA,0.0
5107,Hanoi,waste_handling,PM25_NO3,0.18397303438106727
5108,Dhaka,powerplants,PM25_SO4,0.4902132902443465
5109,Berlin,waste_handling,PM25_SO4,5.2413536900838426e-05
5110,Seattle,vegetation,PM25_NO3,0.0
5111,Singapore,industry,PM25_SO4,0.0310333011174769
5112,Rotterdam,shipping,PM25_SOA,0.00013385797478504254
5113,Seattle,industry,PM25_SOA,0.013398809822996578
5114,Philadelphia,dust,PM25_SOA,0.0
5115,Tokyo,vegetation,PM25_SO4,0.0
5116,Philadelphia,vegetation,PM25_SOA,0.0017803259550412923
5117,Wuhan,shipping,PM25_SO4,0.0
5118,Jaipur,industry,PM25_SOA,0.005854938404009871
5119,Ciudad de México,vegetation,PM25_SOA,0.031969747724802385
5120,Amsterdam,waste_handling,PM25_NO3,2.9204721359395404e-06
5121,Delhi NCT,industry,PM25_SOA,0.12514227799355224
5122,Sydney,wildfires,PM25_SOA,1.180035406241745e-05
5123,Sydney,dust,PM25_SOA,0.0
5124,Sydney,vegetation,PM25_SOA,0.007895558112634952
5125,Kuala Lumpur,wildfires,PM25_NO3,0.0005489402995843347
5126,Montréal,agriculture,PM25_SO4,0.0
5127,Guangzhou,solvents,PM25_SO4,0.0
5128,Shanghai,shipping,PM25_SO4,0.06625527271834651
5129,Dalian,wildfires,PM25_SO4,1.7499323633237454e-05
5130,Dhaka,wildfires,PM25_SO4,0.0
5131,Freetown,dust,PM25_NO3,0.0
5132,Chicago,transportation,PM25_NO3,0.4853936000886425
5133,Boston,transportation,PM25_SOA,0.028387106515985756
5134,New York City,waste_handling,PM25_NO3,0.006338684307805925
5135,Kolkata,powerplants,PM25_SO4,3.4857594249818713
5136,Johannesburg,shipping,PM25_SO4,0.0
5137,Boston,industry,PM25_SOA,0.059047980333543214
5138,Salvador,shipping,PM25_SOA,9.421730645981084e-05
5139,Ho Chi Minh City,transportation,PM25_SO4,0.6066702301214336
5140,Barcelona,agriculture,PM25_SOA,0.0
5141,Chicago,waste_handling,PM25_SO4,0.004047062221810422
5142,Warsaw,residential,PM25_SO4,1.2282916331549545
5143,Quezon City,solvents,PM25_SO4,0.0
5144,London,shipping,PM25_SOA,5.687966996446307e-05
5145,Buenos Aires,soil,PM25_SO4,0.0
5146,Dalian,agriculture,PM25_SO4,0.0
5147,Chicago,industry,PM25_SOA,0.11442062085158848
5148,Copenhagen,wildfires,PM25_SOA,0.0
5149,Amsterdam,industry,PM25_SO4,0.07454938908044527
5150,Chennai,waste_handling,PM25_SOA,0.04611611192490917
5151,Curitiba,dust,PM25_SOA,0.0
5152,Dhaka,industry,PM25_SO4,0.09823868075911503
5153,Seattle,waste_handling,PM25_SOA,0.0005899735335781444
5154,Dubai,solvents,PM25_SOA,0.03112179220828952
5155,Curitiba,wildfires,PM25_SO4,0.00044079912322604375
5156,Guangzhou,vegetation,PM25_SOA,0.02590200212484185
5157,Qingdao,wildfires,PM25_SO4,0.0009517201209393664
5158,Austin,waste_handling,PM25_SOA,0.003760089532985932
5159,Nairobi,dust,PM25_SO4,0.0
5160,Medellín,soil,PM25_SOA,0.0
5161,Boston,agriculture,PM25_SOA,0.0
5162,Heidelberg,soil,PM25_SO4,0.0
5163,Beijing,industry,PM25_NO3,4.7046676317122245
5164,Houston,transportation,PM25_SOA,0.032639479731607114
5165,Shanghai,vegetation,PM25_SOA,0.007052844793203606
5166,Medellín,powerplants,PM25_SO4,0.0004933695514722506
5167,Auckland,powerplants,PM25_SOA,0.000260234444300769
5168,Barcelona,shipping,PM25_SO4,0.008634159933533848
5169,Zhenjiang,dust,PM25_SOA,0.0
5170,Shenzhen,transportation,PM25_SO4,0.043298583404884905
5171,Tokyo,powerplants,PM25_SO4,0.792412929471815
5172,Kolkata,soil,PM25_SOA,0.0
5173,Rome,solvents,PM25_SOA,2.007185497358187
5174,Abidjan,wildfires,PM25_SO4,0.0011021189405363869
5175,Singapore,transportation,PM25_SOA,0.05906800033625938
5176,Heidelberg,agriculture,PM25_SO4,0.0
5177,Ho Chi Minh City,solvents,PM25_SO4,0.0
5178,Fuzhou,waste_handling,PM25_SO4,0.02787022853504512
5179,Ho Chi Minh City,residential,PM25_SOA,0.06428069588523007
5180,Lagos,waste_handling,PM25_SOA,0.0627150414540014
5181,Wuhan,dust,PM25_SO4,0.0
5182,Vancouver,dust,PM25_SO4,0.0
5183,Auckland,solvents,PM25_SOA,0.3317726548633746
5184,Heidelberg,solvents,PM25_SOA,0.0062356910062658635
5185,Seoul,agriculture,PM25_SOA,0.0
5186,Auckland,agriculture,PM25_SO4,0.0
5187,Portland,transportation,PM25_SO4,0.0044823737616171205
5188,Rome,wildfires,PM25_SO4,0.002408125383695159
5189,Los Angeles,transportation,PM25_SO4,0.08564181543159438
5190,Heidelberg,wildfires,PM25_SOA,9.728738518599137e-06
5191,Beijing,transportation,PM25_SO4,0.07580801480534477
